,id,name,address,crossStreet,lat,lng,postalCode,cc,city,state,country,category_id,category_name,venuePage,neighborhood
35,4b3ebae5f964a52086a125e3,Tom Thumb,1380 W Campbell Rd,Coit Rd.,32.9797026,-96.7667661,75080,US,Richardson,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
36,5625508c498e8d479eb5ef86,Trader Joe's,14856 Preston Rd,,32.95067895158459,-96.80198147243969,75254,US,Dallas,TX,United States,4bf58dd8d48988d118951735,Grocery Store,,
37,4b416b1ff964a5207bc625e3,Kroger,3939 Frankford Rd,at Midway Rd.,32.99811907032441,-96.84592982801438,75287,US,Dallas,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
38,4b53c67df964a52008ab27e3,Tom Thumb,14999 Preston Rd,at Belt Line Rd,32.9523183,-96.8058468,75254,US,Dallas,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
41,4b9fa350f964a520a93037e3,ALDI,3632 Frankford Rd Ste 200C,at Marsh Ln,32.9959558,-96.854238,75287,US,Dallas,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
42,4ad25a4df964a52014e120e3,Tom Thumb,3411 Custer Pkwy,at W. Renner Rd.,32.9988139,-96.7305525,75080,US,Richardson,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
44,4b788b42f964a520abd52ee3,Kroger,160 N Coit Rd,at W Belt Line Rd,32.952991397870974,-96.76772904372555,75080,US,Richardson,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
49,55df2403498ea75e99f301b4,WinCo Foods,1122 W Centerville Rd,,32.98395329103374,-96.70188231494267,75041,US,Garland,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
51,527d2437498e205283af7a43,H Mart,3320 K Ave,,33.03901155695478,-96.69705910986846,75074,US,Plano,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
52,5664987f498e91cb4d7978e0,Walmart,15757 Arapaho,Coit,32.963189455814366,-96.77026558284983,,US,Dallas,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
53,5abd6cf3a6fe4d4d13cadd64,WinCo Foods,2620 N Josey Ln,Trinity Mills Rd.,32.98669681448198,-96.88916788920085,75007,US,Carrollton,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
55,4ada2f4ef964a520ae1f21e3,Fiesta Mart Inc,1200 E Parker Rd,at K Ave.,33.03696681594249,-96.6962033042686,75074,US,Plano,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
